text,label
"Quick deals on snow, message me fast",1
Check out this amazing view from my vacation!,0
Check out this amazing view from my vacation!,0
This workout routine is really helping me stay fit,0
"Got that special candy, anyone interested?",1
Does anyone have recommendations for a good book?,0
Feeling blessed with my new job opportunity,0
"Fresh batch available, get your fix now",1
DM for some herbal products,1
This workout routine is really helping me stay fit,0
"Selling good stuff, message me for details",1
This workout routine is really helping me stay fit,0
"Fresh batch available, get your fix now",1
Had a wonderful dinner with friends last night,0
"Discount on green tea, DM for details",1
I can't believe how beautiful the sunset is today,0
This workout routine is really helping me stay fit,0
Happy birthday to my best friend!,0
"Discount on green tea, DM for details",1
Feeling blessed with my new job opportunity,0
I can't believe how beautiful the sunset is today,0
Feeling blessed with my new job opportunity,0
I can't believe how beautiful the sunset is today,0
Does anyone have recommendations for a good book?,0
Happy birthday to my best friend!,0
"Just watched an incredible movie, highly recommend it!",0
Need something strong? Hit me up,1
"Quick deals on snow, message me fast",1
Feeling blessed with my new job opportunity,0
Happy birthday to my best friend!,0
This workout routine is really helping me stay fit,0
DM for some herbal products,1
Check out this amazing view from my vacation!,0
Happy birthday to my best friend!,0
I can't believe how beautiful the sunset is today,0
Happy birthday to my best friend!,0
DM for some herbal products,1
I can't believe how beautiful the sunset is today,0
Feeling blessed with my new job opportunity,0
Does anyone have recommendations for a good book?,0
"Selling good stuff, message me for details",1
Happy birthday to my best friend!,0
Check out this amazing view from my vacation!,0
"Fresh batch available, get your fix now",1
DM for some herbal products,1
"Quick deals on snow, message me fast",1
Looking forward to the weekend and spending time with family,0
Check out this amazing view from my vacation!,0
Loving the new music album released this week,0
"Just watched an incredible movie, highly recommend it!",0
Does anyone have recommendations for a good book?,0
Anyone want to score some stuff tonight?,1
Loving the new music album released this week,0
"Quick deals on snow, message me fast",1
Loving the new music album released this week,0
Had a wonderful dinner with friends last night,0
"Exclusive sale on the best powder, DM for info",1
Looking forward to the weekend and spending time with family,0
"Selling good stuff, message me for details",1
Happy birthday to my best friend!,0
Looking forward to the weekend and spending time with family,0
Feeling blessed with my new job opportunity,0
Does anyone have recommendations for a good book?,0
Looking for party supplies? DM me,1
This workout routine is really helping me stay fit,0
Looking forward to the weekend and spending time with family,0
Does anyone have recommendations for a good book?,0
"Fresh batch available, get your fix now",1
Check out this amazing view from my vacation!,0
"Discount on green tea, DM for details",1
"Got that special candy, anyone interested?",1
This workout routine is really helping me stay fit,0
Check out this amazing view from my vacation!,0
Check out this amazing view from my vacation!,0
"Just watched an incredible movie, highly recommend it!",0
DM for some herbal products,1
Looking forward to the weekend and spending time with family,0
Had a wonderful dinner with friends last night,0
Check out this amazing view from my vacation!,0
I can't believe how beautiful the sunset is today,0
Loving the new music album released this week,0
I can't believe how beautiful the sunset is today,0
"Discount on green tea, DM for details",1
Does anyone have recommendations for a good book?,0
Happy birthday to my best friend!,0
I can't believe how beautiful the sunset is today,0
I can't believe how beautiful the sunset is today,0
This workout routine is really helping me stay fit,0
Need something strong? Hit me up,1
Feeling blessed with my new job opportunity,0
"Got that special candy, anyone interested?",1
Happy birthday to my best friend!,0
"Exclusive sale on the best powder, DM for info",1
Looking forward to the weekend and spending time with family,0
Happy birthday to my best friend!,0
Happy birthday to my best friend!,0
"Just watched an incredible movie, highly recommend it!",0
Happy birthday to my best friend!,0
Need something strong? Hit me up,1
DM for some herbal products,1
Check out this amazing view from my vacation!,0
Feeling blessed with my new job opportunity,0
Feeling blessed with my new job opportunity,0
"Discount on green tea, DM for details",1
Need something strong? Hit me up,1
"Just watched an incredible movie, highly recommend it!",0
DM for some herbal products,1
I can't believe how beautiful the sunset is today,0
Does anyone have recommendations for a good book?,0
Check out this amazing view from my vacation!,0
Does anyone have recommendations for a good book?,0
"Discount on green tea, DM for details",1
Check out this amazing view from my vacation!,0
Looking forward to the weekend and spending time with family,0
"Discount on green tea, DM for details",1
This workout routine is really helping me stay fit,0
I can't believe how beautiful the sunset is today,0
"Just watched an incredible movie, highly recommend it!",0
Anyone want to score some stuff tonight?,1
Had a wonderful dinner with friends last night,0
Need something strong? Hit me up,1
Feeling blessed with my new job opportunity,0
Looking forward to the weekend and spending time with family,0
"Exclusive sale on the best powder, DM for info",1
Feeling blessed with my new job opportunity,0
Had a wonderful dinner with friends last night,0
Had a wonderful dinner with friends last night,0
Does anyone have recommendations for a good book?,0
Feeling blessed with my new job opportunity,0
Check out this amazing view from my vacation!,0
Had a wonderful dinner with friends last night,0
Looking forward to the weekend and spending time with family,0
"Exclusive sale on the best powder, DM for info",1
Check out this amazing view from my vacation!,0
Feeling blessed with my new job opportunity,0
Happy birthday to my best friend!,0
"Got that special candy, anyone interested?",1
Anyone want to score some stuff tonight?,1
"Got that special candy, anyone interested?",1
Does anyone have recommendations for a good book?,0
Need something strong? Hit me up,1
Loving the new music album released this week,0
"Discount on green tea, DM for details",1
Had a wonderful dinner with friends last night,0
"Quick deals on snow, message me fast",1
Does anyone have recommendations for a good book?,0
Does anyone have recommendations for a good book?,0
Had a wonderful dinner with friends last night,0
Had a wonderful dinner with friends last night,0
Does anyone have recommendations for a good book?,0
Looking for party supplies? DM me,1
Looking forward to the weekend and spending time with family,0
"Exclusive sale on the best powder, DM for info",1
Had a wonderful dinner with friends last night,0
Anyone want to score some stuff tonight?,1
Does anyone have recommendations for a good book?,0
DM for some herbal products,1
"Exclusive sale on the best powder, DM for info",1
Feeling blessed with my new job opportunity,0
This workout routine is really helping me stay fit,0
I can't believe how beautiful the sunset is today,0
Loving the new music album released this week,0
"Just watched an incredible movie, highly recommend it!",0
Happy birthday to my best friend!,0
"Just watched an incredible movie, highly recommend it!",0
Had a wonderful dinner with friends last night,0
Looking forward to the weekend and spending time with family,0
Loving the new music album released this week,0
Looking forward to the weekend and spending time with family,0
This workout routine is really helping me stay fit,0
Loving the new music album released this week,0
Check out this amazing view from my vacation!,0
I can't believe how beautiful the sunset is today,0
Happy birthday to my best friend!,0
Feeling blessed with my new job opportunity,0
Looking forward to the weekend and spending time with family,0
I can't believe how beautiful the sunset is today,0
Looking forward to the weekend and spending time with family,0
This workout routine is really helping me stay fit,0
DM for some herbal products,1
Looking forward to the weekend and spending time with family,0
Feeling blessed with my new job opportunity,0
"Just watched an incredible movie, highly recommend it!",0
Looking for party supplies? DM me,1
"Got that special candy, anyone interested?",1
Loving the new music album released this week,0
DM for some herbal products,1
"Exclusive sale on the best powder, DM for info",1
"Quick deals on snow, message me fast",1
I can't believe how beautiful the sunset is today,0
Feeling blessed with my new job opportunity,0
Does anyone have recommendations for a good book?,0
Looking for party supplies? DM me,1
"Quick deals on snow, message me fast",1
Looking for party supplies? DM me,1
Looking for party supplies? DM me,1
This workout routine is really helping me stay fit,0
Happy birthday to my best friend!,0
"Just watched an incredible movie, highly recommend it!",0
Check out this amazing view from my vacation!,0
This workout routine is really helping me stay fit,0
Loving the new music album released this week,0
"Just watched an incredible movie, highly recommend it!",0
Happy birthday to my best friend!,0
I can't believe how beautiful the sunset is today,0
"Fresh batch available, get your fix now",1
Feeling blessed with my new job opportunity,0
Happy birthday to my best friend!,0
"Fresh batch available, get your fix now",1
Check out this amazing view from my vacation!,0
Feeling blessed with my new job opportunity,0
Looking forward to the weekend and spending time with family,0
"Discount on green tea, DM for details",1
"Exclusive sale on the best powder, DM for info",1
Loving the new music album released this week,0
Happy birthday to my best friend!,0
Check out this amazing view from my vacation!,0
"Just watched an incredible movie, highly recommend it!",0
"Just watched an incredible movie, highly recommend it!",0
"Discount on green tea, DM for details",1
This workout routine is really helping me stay fit,0
Happy birthday to my best friend!,0
"Just watched an incredible movie, highly recommend it!",0
Feeling blessed with my new job opportunity,0
"Got that special candy, anyone interested?",1
Feeling blessed with my new job opportunity,0
Check out this amazing view from my vacation!,0
Does anyone have recommendations for a good book?,0
Does anyone have recommendations for a good book?,0
"Just watched an incredible movie, highly recommend it!",0
"Discount on green tea, DM for details",1
Feeling blessed with my new job opportunity,0
Check out this amazing view from my vacation!,0
Looking forward to the weekend and spending time with family,0
"Selling good stuff, message me for details",1
This workout routine is really helping me stay fit,0
Loving the new music album released this week,0
Loving the new music album released this week,0
Loving the new music album released this week,0
Check out this amazing view from my vacation!,0
Does anyone have recommendations for a good book?,0
Looking for party supplies? DM me,1
Feeling blessed with my new job opportunity,0
I can't believe how beautiful the sunset is today,0
Check out this amazing view from my vacation!,0
Does anyone have recommendations for a good book?,0
DM for some herbal products,1
"Selling good stuff, message me for details",1
I can't believe how beautiful the sunset is today,0
Does anyone have recommendations for a good book?,0
"Got that special candy, anyone interested?",1
"Fresh batch available, get your fix now",1
Loving the new music album released this week,0
This workout routine is really helping me stay fit,0
I can't believe how beautiful the sunset is today,0
Looking forward to the weekend and spending time with family,0
Feeling blessed with my new job opportunity,0
Loving the new music album released this week,0
I can't believe how beautiful the sunset is today,0
Anyone want to score some stuff tonight?,1
This workout routine is really helping me stay fit,0
Happy birthday to my best friend!,0
This workout routine is really helping me stay fit,0
Happy birthday to my best friend!,0
Had a wonderful dinner with friends last night,0
Had a wonderful dinner with friends last night,0
"Exclusive sale on the best powder, DM for info",1
"Just watched an incredible movie, highly recommend it!",0
"Just watched an incredible movie, highly recommend it!",0
Loving the new music album released this week,0
This workout routine is really helping me stay fit,0
Had a wonderful dinner with friends last night,0
Happy birthday to my best friend!,0
Feeling blessed with my new job opportunity,0
"Got that special candy, anyone interested?",1
This workout routine is really helping me stay fit,0
Does anyone have recommendations for a good book?,0
"Just watched an incredible movie, highly recommend it!",0
Had a wonderful dinner with friends last night,0
Loving the new music album released this week,0
"Fresh batch available, get your fix now",1
Happy birthday to my best friend!,0
"Quick deals on snow, message me fast",1
DM for some herbal products,1
This workout routine is really helping me stay fit,0
"Just watched an incredible movie, highly recommend it!",0
"Fresh batch available, get your fix now",1
Happy birthday to my best friend!,0
"Exclusive sale on the best powder, DM for info",1
Check out this amazing view from my vacation!,0
Check out this amazing view from my vacation!,0
Does anyone have recommendations for a good book?,0
Loving the new music album released this week,0
Feeling blessed with my new job opportunity,0
Does anyone have recommendations for a good book?,0
Check out this amazing view from my vacation!,0
"Selling good stuff, message me for details",1
Need something strong? Hit me up,1
"Selling good stuff, message me for details",1
"Fresh batch available, get your fix now",1
Check out this amazing view from my vacation!,0
Feeling blessed with my new job opportunity,0
This workout routine is really helping me stay fit,0
"Selling good stuff, message me for details",1
"Fresh batch available, get your fix now",1
"Discount on green tea, DM for details",1
"Discount on green tea, DM for details",1
Loving the new music album released this week,0
Does anyone have recommendations for a good book?,0
"Just watched an incredible movie, highly recommend it!",0
Looking forward to the weekend and spending time with family,0
"Selling good stuff, message me for details",1
Does anyone have recommendations for a good book?,0
Looking forward to the weekend and spending time with family,0
Happy birthday to my best friend!,0
Feeling blessed with my new job opportunity,0
This workout routine is really helping me stay fit,0
Check out this amazing view from my vacation!,0
Does anyone have recommendations for a good book?,0
"Fresh batch available, get your fix now",1
"Selling good stuff, message me for details",1
This workout routine is really helping me stay fit,0
I can't believe how beautiful the sunset is today,0
"Fresh batch available, get your fix now",1
Does anyone have recommendations for a good book?,0
Had a wonderful dinner with friends last night,0
"Just watched an incredible movie, highly recommend it!",0
Feeling blessed with my new job opportunity,0
"Just watched an incredible movie, highly recommend it!",0
Loving the new music album released this week,0
Had a wonderful dinner with friends last night,0
This workout routine is really helping me stay fit,0
Does anyone have recommendations for a good book?,0
"Just watched an incredible movie, highly recommend it!",0
Looking for party supplies? DM me,1
"Selling good stuff, message me for details",1
"Just watched an incredible movie, highly recommend it!",0
"Discount on green tea, DM for details",1
Feeling blessed with my new job opportunity,0
Does anyone have recommendations for a good book?,0
Had a wonderful dinner with friends last night,0
Feeling blessed with my new job opportunity,0
Does anyone have recommendations for a good book?,0
Looking for party supplies? DM me,1
This workout routine is really helping me stay fit,0
"Just watched an incredible movie, highly recommend it!",0
Feeling blessed with my new job opportunity,0
Feeling blessed with my new job opportunity,0
Looking forward to the weekend and spending time with family,0
Need something strong? Hit me up,1
Loving the new music album released this week,0
Does anyone have recommendations for a good book?,0
"Discount on green tea, DM for details",1
Looking forward to the weekend and spending time with family,0
"Quick deals on snow, message me fast",1
Had a wonderful dinner with friends last night,0
Feeling blessed with my new job opportunity,0
Check out this amazing view from my vacation!,0
"Just watched an incredible movie, highly recommend it!",0
"Exclusive sale on the best powder, DM for info",1
Happy birthday to my best friend!,0
Does anyone have recommendations for a good book?,0
Need something strong? Hit me up,1
"Just watched an incredible movie, highly recommend it!",0
"Just watched an incredible movie, highly recommend it!",0
Loving the new music album released this week,0
Need something strong? Hit me up,1
Looking forward to the weekend and spending time with family,0
"Discount on green tea, DM for details",1
I can't believe how beautiful the sunset is today,0
Looking forward to the weekend and spending time with family,0
Loving the new music album released this week,0
I can't believe how beautiful the sunset is today,0
Happy birthday to my best friend!,0
"Just watched an incredible movie, highly recommend it!",0
"Fresh batch available, get your fix now",1
"Selling good stuff, message me for details",1
Had a wonderful dinner with friends last night,0
"Exclusive sale on the best powder, DM for info",1
Looking forward to the weekend and spending time with family,0
Does anyone have recommendations for a good book?,0
"Just watched an incredible movie, highly recommend it!",0
Anyone want to score some stuff tonight?,1
"Just watched an incredible movie, highly recommend it!",0
Feeling blessed with my new job opportunity,0
"Exclusive sale on the best powder, DM for info",1
Check out this amazing view from my vacation!,0
"Selling good stuff, message me for details",1
"Quick deals on snow, message me fast",1
I can't believe how beautiful the sunset is today,0
Looking for party supplies? DM me,1
"Fresh batch available, get your fix now",1
This workout routine is really helping me stay fit,0
Looking forward to the weekend and spending time with family,0
Looking forward to the weekend and spending time with family,0
"Just watched an incredible movie, highly recommend it!",0
Happy birthday to my best friend!,0
"Discount on green tea, DM for details",1
"Discount on green tea, DM for details",1
Does anyone have recommendations for a good book?,0
This workout routine is really helping me stay fit,0
Had a wonderful dinner with friends last night,0
"Got that special candy, anyone interested?",1
DM for some herbal products,1
Looking for party supplies? DM me,1
"Just watched an incredible movie, highly recommend it!",0
Loving the new music album released this week,0
Check out this amazing view from my vacation!,0
I can't believe how beautiful the sunset is today,0
Does anyone have recommendations for a good book?,0
Check out this amazing view from my vacation!,0
Does anyone have recommendations for a good book?,0
Need something strong? Hit me up,1
Anyone want to score some stuff tonight?,1
"Selling good stuff, message me for details",1
Looking forward to the weekend and spending time with family,0
Feeling blessed with my new job opportunity,0
Feeling blessed with my new job opportunity,0
I can't believe how beautiful the sunset is today,0
Anyone want to score some stuff tonight?,1
Happy birthday to my best friend!,0
Happy birthday to my best friend!,0
Need something strong? Hit me up,1
Feeling blessed with my new job opportunity,0
I can't believe how beautiful the sunset is today,0
"Exclusive sale on the best powder, DM for info",1
Feeling blessed with my new job opportunity,0
Loving the new music album released this week,0
This workout routine is really helping me stay fit,0
"Fresh batch available, get your fix now",1
"Quick deals on snow, message me fast",1
"Just watched an incredible movie, highly recommend it!",0
Feeling blessed with my new job opportunity,0
"Got that special candy, anyone interested?",1
Anyone want to score some stuff tonight?,1
DM for some herbal products,1
"Exclusive sale on the best powder, DM for info",1
This workout routine is really helping me stay fit,0
"Exclusive sale on the best powder, DM for info",1
Feeling blessed with my new job opportunity,0
"Just watched an incredible movie, highly recommend it!",0
Loving the new music album released this week,0
"Exclusive sale on the best powder, DM for info",1
"Discount on green tea, DM for details",1
"Selling good stuff, message me for details",1
Does anyone have recommendations for a good book?,0
Check out this amazing view from my vacation!,0
"Just watched an incredible movie, highly recommend it!",0
"Discount on green tea, DM for details",1
Check out this amazing view from my vacation!,0
Need something strong? Hit me up,1
Happy birthday to my best friend!,0
Need something strong? Hit me up,1
Looking forward to the weekend and spending time with family,0
Looking forward to the weekend and spending time with family,0
Happy birthday to my best friend!,0
Loving the new music album released this week,0
Happy birthday to my best friend!,0
Check out this amazing view from my vacation!,0
I can't believe how beautiful the sunset is today,0
DM for some herbal products,1
Had a wonderful dinner with friends last night,0
Does anyone have recommendations for a good book?,0
Does anyone have recommendations for a good book?,0
Had a wonderful dinner with friends last night,0
Check out this amazing view from my vacation!,0
"Quick deals on snow, message me fast",1
Loving the new music album released this week,0
Happy birthday to my best friend!,0
Anyone want to score some stuff tonight?,1
Happy birthday to my best friend!,0
Feeling blessed with my new job opportunity,0
I can't believe how beautiful the sunset is today,0
"Discount on green tea, DM for details",1
Need something strong? Hit me up,1
Looking for party supplies? DM me,1
"Selling good stuff, message me for details",1
"Discount on green tea, DM for details",1
I can't believe how beautiful the sunset is today,0
Loving the new music album released this week,0
"Got that special candy, anyone interested?",1
Looking forward to the weekend and spending time with family,0
"Selling good stuff, message me for details",1
Had a wonderful dinner with friends last night,0
Check out this amazing view from my vacation!,0
Check out this amazing view from my vacation!,0
Looking forward to the weekend and spending time with family,0
Loving the new music album released this week,0
I can't believe how beautiful the sunset is today,0
"Discount on green tea, DM for details",1
This workout routine is really helping me stay fit,0
DM for some herbal products,1
Loving the new music album released this week,0
I can't believe how beautiful the sunset is today,0
Check out this amazing view from my vacation!,0
This workout routine is really helping me stay fit,0
This workout routine is really helping me stay fit,0
Feeling blessed with my new job opportunity,0
"Fresh batch available, get your fix now",1
This workout routine is really helping me stay fit,0
Check out this amazing view from my vacation!,0
Had a wonderful dinner with friends last night,0
Feeling blessed with my new job opportunity,0
Feeling blessed with my new job opportunity,0
Loving the new music album released this week,0
Feeling blessed with my new job opportunity,0
"Got that special candy, anyone interested?",1
"Selling good stuff, message me for details",1
Need something strong? Hit me up,1
"Fresh batch available, get your fix now",1
Check out this amazing view from my vacation!,0
Need something strong? Hit me up,1
Had a wonderful dinner with friends last night,0
Feeling blessed with my new job opportunity,0
Happy birthday to my best friend!,0
Anyone want to score some stuff tonight?,1
This workout routine is really helping me stay fit,0
Feeling blessed with my new job opportunity,0
Had a wonderful dinner with friends last night,0
Happy birthday to my best friend!,0
"Just watched an incredible movie, highly recommend it!",0
Happy birthday to my best friend!,0
"Just watched an incredible movie, highly recommend it!",0
"Just watched an incredible movie, highly recommend it!",0
Check out this amazing view from my vacation!,0
"Quick deals on snow, message me fast",1
Check out this amazing view from my vacation!,0
Does anyone have recommendations for a good book?,0
Had a wonderful dinner with friends last night,0
Had a wonderful dinner with friends last night,0
Feeling blessed with my new job opportunity,0
"Got that special candy, anyone interested?",1
"Got that special candy, anyone interested?",1
I can't believe how beautiful the sunset is today,0
Anyone want to score some stuff tonight?,1
"Discount on green tea, DM for details",1
Had a wonderful dinner with friends last night,0
Had a wonderful dinner with friends last night,0
DM for some herbal products,1
Loving the new music album released this week,0
Does anyone have recommendations for a good book?,0
"Selling good stuff, message me for details",1
Happy birthday to my best friend!,0
This workout routine is really helping me stay fit,0
Looking forward to the weekend and spending time with family,0
Looking forward to the weekend and spending time with family,0
Had a wonderful dinner with friends last night,0
"Quick deals on snow, message me fast",1
Check out this amazing view from my vacation!,0
"Discount on green tea, DM for details",1
"Got that special candy, anyone interested?",1
Check out this amazing view from my vacation!,0
Feeling blessed with my new job opportunity,0
Anyone want to score some stuff tonight?,1
"Quick deals on snow, message me fast",1
Happy birthday to my best friend!,0
Loving the new music album released this week,0
"Just watched an incredible movie, highly recommend it!",0
"Just watched an incredible movie, highly recommend it!",0
"Selling good stuff, message me for details",1
Check out this amazing view from my vacation!,0
Had a wonderful dinner with friends last night,0
I can't believe how beautiful the sunset is today,0
Anyone want to score some stuff tonight?,1
Feeling blessed with my new job opportunity,0
This workout routine is really helping me stay fit,0
Anyone want to score some stuff tonight?,1
"Exclusive sale on the best powder, DM for info",1
Looking forward to the weekend and spending time with family,0
Feeling blessed with my new job opportunity,0
Looking for party supplies? DM me,1
"Just watched an incredible movie, highly recommend it!",0
This workout routine is really helping me stay fit,0
Loving the new music album released this week,0
Looking for party supplies? DM me,1
Loving the new music album released this week,0
Had a wonderful dinner with friends last night,0
Need something strong? Hit me up,1
This workout routine is really helping me stay fit,0
Check out this amazing view from my vacation!,0
Check out this amazing view from my vacation!,0
Feeling blessed with my new job opportunity,0
Need something strong? Hit me up,1
Check out this amazing view from my vacation!,0
"Got that special candy, anyone interested?",1
Does anyone have recommendations for a good book?,0
"Quick deals on snow, message me fast",1
Looking forward to the weekend and spending time with family,0
DM for some herbal products,1
Feeling blessed with my new job opportunity,0
"Discount on green tea, DM for details",1
Happy birthday to my best friend!,0
Does anyone have recommendations for a good book?,0
Feeling blessed with my new job opportunity,0
This workout routine is really helping me stay fit,0
I can't believe how beautiful the sunset is today,0
Does anyone have recommendations for a good book?,0
Need something strong? Hit me up,1
Looking forward to the weekend and spending time with family,0
"Quick deals on snow, message me fast",1
Need something strong? Hit me up,1
Loving the new music album released this week,0
I can't believe how beautiful the sunset is today,0
Looking forward to the weekend and spending time with family,0
Loving the new music album released this week,0
Anyone want to score some stuff tonight?,1
Loving the new music album released this week,0
Anyone want to score some stuff tonight?,1
"Just watched an incredible movie, highly recommend it!",0
"Just watched an incredible movie, highly recommend it!",0
"Just watched an incredible movie, highly recommend it!",0
Feeling blessed with my new job opportunity,0
"Quick deals on snow, message me fast",1
Feeling blessed with my new job opportunity,0
This workout routine is really helping me stay fit,0
Looking forward to the weekend and spending time with family,0
Check out this amazing view from my vacation!,0
"Quick deals on snow, message me fast",1
Anyone want to score some stuff tonight?,1
Looking forward to the weekend and spending time with family,0
"Discount on green tea, DM for details",1
"Discount on green tea, DM for details",1
Does anyone have recommendations for a good book?,0
This workout routine is really helping me stay fit,0
Feeling blessed with my new job opportunity,0
I can't believe how beautiful the sunset is today,0
"Exclusive sale on the best powder, DM for info",1
DM for some herbal products,1
This workout routine is really helping me stay fit,0
Anyone want to score some stuff tonight?,1
"Discount on green tea, DM for details",1
"Got that special candy, anyone interested?",1
"Fresh batch available, get your fix now",1
This workout routine is really helping me stay fit,0
Looking forward to the weekend and spending time with family,0
Need something strong? Hit me up,1
"Got that special candy, anyone interested?",1
Does anyone have recommendations for a good book?,0
Anyone want to score some stuff tonight?,1
Happy birthday to my best friend!,0
"Got that special candy, anyone interested?",1
Anyone want to score some stuff tonight?,1
Check out this amazing view from my vacation!,0
Looking forward to the weekend and spending time with family,0
Feeling blessed with my new job opportunity,0
Loving the new music album released this week,0
"Just watched an incredible movie, highly recommend it!",0
Looking forward to the weekend and spending time with family,0
Happy birthday to my best friend!,0
"Selling good stuff, message me for details",1
Need something strong? Hit me up,1
Looking forward to the weekend and spending time with family,0
This workout routine is really helping me stay fit,0
Check out this amazing view from my vacation!,0
Looking for party supplies? DM me,1
Looking forward to the weekend and spending time with family,0
Check out this amazing view from my vacation!,0
"Just watched an incredible movie, highly recommend it!",0
Happy birthday to my best friend!,0
"Discount on green tea, DM for details",1
Looking forward to the weekend and spending time with family,0
"Got that special candy, anyone interested?",1
Need something strong? Hit me up,1
Does anyone have recommendations for a good book?,0
"Got that special candy, anyone interested?",1
Does anyone have recommendations for a good book?,0
This workout routine is really helping me stay fit,0
Need something strong? Hit me up,1
DM for some herbal products,1
I can't believe how beautiful the sunset is today,0
Had a wonderful dinner with friends last night,0
"Discount on green tea, DM for details",1
"Just watched an incredible movie, highly recommend it!",0
Does anyone have recommendations for a good book?,0
Looking forward to the weekend and spending time with family,0
Feeling blessed with my new job opportunity,0
"Got that special candy, anyone interested?",1
Loving the new music album released this week,0
DM for some herbal products,1
Does anyone have recommendations for a good book?,0
Does anyone have recommendations for a good book?,0
Feeling blessed with my new job opportunity,0
Happy birthday to my best friend!,0
Had a wonderful dinner with friends last night,0
Looking forward to the weekend and spending time with family,0
Anyone want to score some stuff tonight?,1
Looking forward to the weekend and spending time with family,0
"Discount on green tea, DM for details",1
Happy birthday to my best friend!,0
